"#dig start(1;1;)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j"
"j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","u","j"
"j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","j","u"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d","d",,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
"d","d",,"d","d","d",,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d",,,,,,,,,,,,,,,,,,,,,,,,,,"d","d"
