#dig start(36;73),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, d, d, , d, d, , d, d, d, , d, d, , d, d, d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , d, , , , , , , d, , , d, d, d, , , d, , , , , , , d, , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , , d, , , d, d, d, , , d, , , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , d, , , , , , d, d, d, , d, d, d, , d, d, d, , , , , , d, , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , , , , , d, d, d, , , , , , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , d, d, d, , d, d, d, , , d, , , d, , , d, , , d, d, d, , d, d, d, , d, d, d, , , d, , , d, , , d, , , d, d, d, , d, d, d, , , , , , , , , , , , , 
, , , , , , , , , , , , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , , , , , , , , , , , , 
, , , , , , , , , , , , d, d, d, , d, d, d, , , d, , , d, , , d, , , d, d, d, , d, d, d, , d, d, d, , , d, , , d, , , d, , , d, d, d, , d, d, d, , , , , , , , , , , , , 
, , , , , , , , , , , , , d, , , , , , , d, d, d, , d, , d, d, d, , , , , , d, d, d, , , , , , d, d, d, , d, , d, d, d, , , , , , , d, , , , , , , , , , , , , , 
, , , , , d, d, d, , d, d, d, , d, , d, d, d, d, , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , d, d, d, d, , d, , d, d, d, , d, d, d, , , , , , 
, , , , , d, d, d, , d, d, d, d, d, d, d, d, d, d, , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , d, d, d, d, d, d, d, d, d, d, , d, d, d, , , , , , 
, , , , , d, d, d, , d, d, d, , d, , d, d, d, d, , d, d, d, , d, , , , , , , d, , , d, d, d, , , d, , , , , , , d, , d, d, d, , d, d, d, d, , d, , d, d, d, , d, d, d, , , , , , 
, d, d, d, , , d, , , , , , , d, , , , , , , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , , , , , , d, , , , , , , d, , , d, d, d, , 
, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , 
, d, d, d, , , d, , , , , , , d, , , , , , , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , , , , , , d, , , , , , , d, , , d, d, d, , 
, , , , , d, d, d, , d, d, d, , d, , d, d, d, d, , d, d, d, , d, , , , , , , d, , , d, d, d, , , d, , , , , , , d, , d, d, d, , d, d, d, d, , d, , d, d, d, , d, d, d, , , , , , 
, , , , , d, d, d, , d, d, d, d, d, d, d, d, d, d, , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , d, d, d, d, d, d, d, d, d, d, , d, d, d, , , , , , 
, , , , , d, d, d, , d, d, d, , d, , d, d, d, d, , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , d, d, d, d, , d, , d, d, d, , d, d, d, , , , , , 
, , , , , , , , , , , , , d, , , , , , , d, d, d, , d, , d, d, d, , , , , , d, d, d, , , , , , d, d, d, , d, , d, d, d, , , , , , , d, , , , , , , , , , , , , , 
, , , , , , , , , , , , d, d, d, , d, d, d, , , d, , , d, , , d, , , d, d, d, , d, d, d, , d, d, d, , , d, , , d, , , d, , , d, d, d, , d, d, d, , , , , , , , , , , , , 
, , , , , , , , , , , , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , , , , , , , , , , , , 
, , , , , , , , , , , , d, d, d, , d, d, d, , , d, , , d, , , d, , , d, d, d, , d, d, d, , d, d, d, , , d, , , d, , , d, , , d, d, d, , d, d, d, , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , , , , , d, d, d, , , , , , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , d, , , , , , d, d, d, d, d, d, d, d, d, d, d, , , , , , d, , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, d, d, , , d, , , d, d, d, , , d, , , d, d, d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , d, , , , , , , d, d, , d, d, d, , d, d, , , , , , , d, , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, d, d, , d, d, , d, d, d, , d, d, , d, d, d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, d, d, d, d, d, , d, d, d, , d, d, d, d, d, d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, d, d, , d, d, , d, d, d, , d, d, , d, d, d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
