#dig start(35;14) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,
,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,i,i,i,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,d,d,i,i,i,d,d,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,i,i,i,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,d,d,d,d,,,,,,,,d,d,d,d,d,,,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,,,d,d,d,d,d,,,,,,,,d,d,d,d,d
,,d,d,d,d,d,d,d,d,d,d,d,,,,,,,d,d,d,d,d,d,,,,,,,,d,d,d,d,d,,,,,,,,d,d,d,d,d,d,,,,,,,d,d,d,d,d,d,d,d,d,d,d
,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,
,,d,d,d,d,d,,,,,,d,d,d,d,d,d,d,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,d,d,d,d,d,d,,,,,,,d,d,d,d,d
,,d,d,d,d,d,,d,d,d,d,d,,,,,,d,,d,d,d,d,d,,,,,,,d,,,d,,,d,,,,,,,d,d,d,d,d,,d,,,,,,d,d,d,d,d,,d,d,d,d,d
,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,d,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,
,,,,,,,,,,,,,,d,d,d,d,d,,,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,,,d,d,d,d,d,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
