#dig start(34;33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,d,,,,,,,,,,,d,,,d,d,,,,,,d,d,,,,,,d,d,d,,,,,,d,d,,,,,,d,d,,,d,,,,,,,,,,,d,,,
,,,,,d,,,d,d,,d,d,d,,d,,,d,d,,d,d,,,,,d,d,,,,d,d,d,,,,d,d,,,,,d,d,,d,d,,,d,,d,d,d,,d,d,,,d,,,,
,,,,,d,,,d,d,,d,d,d,,,d,,,,,d,d,,,,,,,d,d,d,d,d,d,d,d,d,,,,,,,d,d,,,,,d,,,d,d,d,,d,d,,,d,,,,
,,,,,,d,,,,,,,,,,,d,,,,d,d,,d,d,d,,,,,,d,d,d,,,,,,d,d,d,,d,d,,,,d,,,,,,,,,,,d,,,,,
,,,,,,d,,,,d,d,d,,d,d,,,d,d,,,,,d,d,d,,d,d,d,,d,d,d,,d,d,d,,d,d,d,,,,,d,d,,,d,d,,d,d,d,,,,d,,,,,
,,,,,,,d,,,d,d,d,,d,d,,,,,d,,,,d,d,d,,d,d,d,,d,d,d,,d,d,d,,d,d,d,,,,d,,,,,d,d,,d,d,d,,,d,,,,,,
,,,,,,,,d,,,,,,,,,d,d,,,d,d,,,,,,d,d,d,,d,d,d,,d,d,d,,,,,,d,d,,,d,d,,,,,,,,,d,,,,,,,
,,,,,,,,,d,,,,,d,d,,d,d,,,,,d,d,,,,,,,,d,d,d,,,,,,,,d,d,,,,,d,d,,d,d,,,,,d,,,,,,,,
,,,,,,,,,,d,,,,d,d,,d,d,,d,d,,,,d,d,d,d,,,,d,d,d,,,,d,d,d,d,,,,d,d,,d,d,,d,d,,,,d,,,,,,,,,
,,,,,,,,,,,d,,,d,d,,,,,d,d,,,,,,,,d,d,d,d,d,d,d,d,d,,,,,,,,d,d,,,,,d,d,,,d,,,,,,,,,,
,,,,,,,,,,,,d,,,,,d,d,,d,d,,d,d,,d,d,,,,,d,d,d,,,,,d,d,,d,d,,d,d,,d,d,,,,,d,,,,,,,,,,,
,,,,,,,,,,,,,d,,,,d,d,,,,,d,d,,d,d,,d,d,,d,d,d,,d,d,,d,d,,d,d,,,,,d,d,,,,d,,,,,,,,,,,,
,,,,,,,,,,,,,,d,,,,,,d,d,,,,,d,d,,d,d,,d,d,d,,d,d,,d,d,,,,,d,d,,,,,,d,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,,,,d,d,,d,d,,,,,d,d,,d,d,d,,d,d,,,,,d,d,,d,d,,,,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,d,d,,,,,d,d,,d,d,,,,,d,d,d,,,,,d,d,,d,d,,,,,d,d,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,d,,,,,,d,d,,d,d,,d,d,d,,d,d,,d,d,,,,,,d,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,d,d,,d,d,d,,d,d,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,d,,,,,d,d,d,,,,,d,d,d,d,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,
