#dig start(42;42),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, , d, d, d, d, d, d, , d, d, d, , d, d, d, d, d, d, d, d, d, , d, d, d, , d, d, d, d, d, d, , d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , d, d, , d, , d, d, , d, d, d, d, d, d, , , , , , d, d, d, d, d, d, d, d, d, , , , , , d, d, d, d, d, d, , d, d, , d, , d, d, , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , d, , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , d, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , d, d, , , d, , , d, , , d, , , d, d, , d, d, d, d, d, d, d, d, d, d, d, , d, d, d, d, d, d, d, d, d, d, d, , d, d, , , d, , , d, , , d, , , d, d, , , , , , , , , , , , , , , 
, , , , , , , , , , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , , , , , , , , , , 
, , , , , , , , , , d, d, d, , d, d, , , d, , , d, , , d, , , d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, , , d, , , d, , , d, , , d, d, , d, d, d, , , , , , , , , , , 
, , , , , , , , , , , d, , , , , , d, d, d, , d, , d, d, d, , , , , d, d, d, d, d, d, , d, d, d, d, d, d, d, d, d, , d, d, d, d, d, d, , , , , d, d, d, , d, , d, d, d, , , , , , d, , , , , , , , , , , , 
, , , , , , , , d, d, , d, , d, d, , , d, d, d, , d, , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , d, , d, d, d, , , d, d, , d, , d, d, , , , , , , , , 
, , , , d, d, d, , d, d, d, d, d, d, d, , , , , , , d, , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , d, , , , , , , d, d, d, d, d, d, d, , d, d, d, , , , , 
, , , , d, d, d, , d, d, , d, , d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, , d, , d, d, , d, d, d, , , , , 
, d, d, , , d, , , , , , d, , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d,i,i,i, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , d, , , , , , d, , , d, d, , 
, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, d, d, d,i,i,i, d, d, d, d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , 
, d, d, , , d, , , , , , d, , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d,i,i,i, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , d, , , , , , d, , , d, d, , 
, , , , d, d, d, , d, d, , d, , d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, , d, , d, d, , d, d, d, , , , , 
, , , , d, d, d, , d, d, d, d, d, d, d, , , , , , , d, , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , d, , , , , , , d, d, d, d, d, d, d, , d, d, d, , , , , 
, , , , , , , , d, d, , d, , d, d, , , d, d, d, , d, , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , d, , d, d, d, , , d, d, , d, , d, d, , , , , , , , , 
, , , , , , , , , , , d, , , , , , d, d, d, , d, , d, d, d, , , , , d, d, d, d, d, d, , d, d, d, d, d, d, d, d, d, , d, d, d, d, d, d, , , , , d, d, d, , d, , d, d, d, , , , , , d, , , , , , , , , , , , 
, , , , , , , , , , d, d, d, , d, d, , , d, , , d, , , d, , , d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, , , d, , , d, , , d, , , d, d, , d, d, d, , , , , , , , , , , 
, , , , , , , , , , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , , , , , , , , , , 
, , , , , , , , , , , , , , d, d, , , d, , , d, , , d, , , d, d, , d, d, d, d, d, d, d, d, d, d, d, , d, d, d, d, d, d, d, d, d, d, d, , d, d, , , d, , , d, , , d, , , d, d, , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , d, , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , d, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , d, d, , d, , d, d, , d, d, d, d, d, d, , , , , , d, d, d, d, d, d, d, d, d, , , , , , d, d, d, d, d, d, , d, d, , d, , d, d, , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, , d, d, d, d, d, d, , d, d, d, , d, d, d, d, d, d, d, d, d, , d, d, d, , d, d, d, d, d, d, , d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , d, d, , d, , d, d, , d, d, d, d, d, d, , d, d, d, , d, d, d, d, d, d, d, d, d, , d, d, d, , d, d, d, d, d, d, , d, d, , d, , d, d, , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , d, , , , , d, d, d, d, , , , , d, , , , , d, d, d, d, d, , , , , d, , , , , d, d, d, d, , , , , d, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , , , , , , , , d, d, , d, , d, d, , d, d, d, d, d, , d, d, , d, , d, d, , , , , , , , , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , d, d, d, , , , , d, d, d, , d, d, d, d, d, d, d, , d, d, d, d, d, , d, d, d, d, d, d, d, , d, d, d, , , , , d, d, d, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, d, , d, , d, d, , d, d, d, d, d, , d, d, , d, , d, d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , d, d, , , d, , , , , , d, , , , , d, d, d, d, d, , , , , d, , , , , , d, , , d, d, , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , d, d, , , d, , , , , , d, , , , , d, d, d, d, d, , , , , d, , , , , , d, , , d, d, , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, d, , d, , d, d, , d, d, d, d, d, , d, d, , d, , d, d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, d, d, d, d, d, d, , d, d, d, d, d, , d, d, d, d, d, d, d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, , d, , d, d, , d, d, d, d, d, , d, d, , d, , d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, , , , , d, d, d, d, d, , , , , d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , , , , , d, , , , , , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, d, d, , d, , d, d, d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, , , d, , , d, , , d, , , d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, d, d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, , , d, , , d, , , d, , , d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , d, , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, , d, , d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, d, d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, , d, , d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , d, d, d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
