#dig start(27;26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d,d,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,,d,,d,,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,d,d
,,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,
,d,d,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,,d,,d,,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,d,d
,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,d,,,d,,d,,,d,,,d,,d,,d,,d,,d,,d,,d,,d,,,,
,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,i,i,i,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,,,,d,,,,,,,,d,,,,,,,,,,,,i,i,i,,,,,,,,,,,,d,,,,,,,,d,,,,
,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,i,i,i,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,d,,,d,,d,,,d,,,d,,d,,d,,d,,d,,d,,d,,d,,,,
,d,d,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,,d,,d,,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,d,d
,,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,
,d,d,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,,d,,d,,d,d,d,,d,,d,,d,,d,,d,,d,,d,,d,d,d,d,d
,,,,,d,,,,,,,,d,,,,,,,,,,,,d,,d,,,,,,,,,,,,d,,,,,,,,d,,,,
,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,,,,d,,d,,d,,d,,d,,,d,,,d,,,,,,d,,d,,,,,,d,,,d,,,d,,d,,d,,d,,d,,,,
,,,,,d,,d,,d,,d,,d,,d,d,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,d,d,,d,,d,,d,,d,,d,,,,
,,,,,d,,d,,d,,d,,d,,d,d,d,d,d,,,,,,d,,d,,,,,,d,d,d,d,d,,d,,d,,d,,d,,d,,,,
,,,,,d,,d,,d,,d,,d,,d,d,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,d,d,,d,,d,,d,,d,,d,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,,,,,,,,,,,,,,,,
