#dig start(32;48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,d,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,d,,,,,,
,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,
,,,,,,,,d,,,,,,,,d,,,,,,,,d,,,,,,,,,,,,,,d,,,,,,,,d,,,,,,,,d,,,,,,
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,
,,,,d,d,d,d,d,d,d,d,d,,,,d,,,,d,d,d,d,d,d,d,d,d,,,,,,d,d,d,d,d,d,d,d,d,,,,d,,,,d,d,d,d,d,d,d,d,d,,
,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,
,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,,,d,,,,d
,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,,,d,,,,d
,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,,,d,,,,d
,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,,,d,,,,d
,,d,d,d,d,d,,,,d,d,d,d,d,,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,,d,d,d,d,d,,,,d,d,d,d,d
,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d
,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d
,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d
,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d
,,,,d,,,,,,,,d,,,,d,,,,d,,,,,,,,d,,,,,,d,,,,,,,,d,,,,d,,,,d,,,,,,,,d,,
,,,,d,d,d,d,d,d,d,d,d,,,,d,,,,d,d,d,d,d,d,d,d,d,,,,,,d,d,d,d,d,d,d,d,d,,,,d,,,,d,d,d,d,d,d,d,d,d,,
,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,,,d,,
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d
,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d,,d,,d,d,d,d,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d,,d,,d,,,,d
,,,,,,,,d,,,,,,,,d,,,,,,,,d,,,,,,,,,,,,,,d,,,,,,,,d,,,,,,,,d,,,,,,
,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,
,,,,,,,,d,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,d,,,,,,
,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d
,,d,d,d,d,d,,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,,d,d,d,d,d
,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d
,,,,d,,,,d,,,,d,,,,,,,,d,,,,d,,,,d,,,,,,d,,,,d,,,,d,,,,,,,,d,,,,d,,,,d,,
,,,,d,d,d,d,d,d,d,d,d,,,,,,,,d,d,d,d,d,d,d,d,d,,,,,,d,d,d,d,d,d,d,d,d,,,,,,,,d,d,d,d,d,d,d,d,d,,
,,,,d,,,,d,,,,d,,,,,,,,d,,,,d,,,,d,,,,,,d,,,,d,,,,d,,,,,,,,d,,,,d,,,,d,,
,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d
,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,d,,,,d,,d,,d,,d,,d,,d,,d
,,d,d,d,d,d,,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,d,d,d,d,,,,d,d,d,d,d,,d,,d,d,d,d,d
,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d
,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d,,d,,,,d,,d,,d,,,,d,,,,d,,,,d,,d,,d,,,,d
